gid,role,role_score,cluster_id,priority_score,evidence,role_detail,secondary_roles,depth,is_seed
100000001641951100,terminal,0.9,13,0.62848325043447,1 payer → 25k in; no outgoing transfers although depth 2 was crawled; seed money in 25k; flags near_threshold,terminal_observed,,2,False
100000004816564100,peripheral,0.7833333333333333,2,0.5460383786326137,1 payer / 1 recipient; 5k out; no role rule met; seed money in 8k,weak_signal,,2,False
100000002205022100,peripheral,0.0,16,0.48132187821766537,"7k in, 518k out (7296%); 85% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 7k",weak_signal,transit,2,False
100000002267998100,peripheral,0.0,27,0.5595673278600108,"420k in, 1.11M out (265%); 60% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 302k; flags round_amounts",weak_signal,transit,2,False
100000002199091100,terminal,0.9,17,0.4280005665814979,1 payer → 65k in; no outgoing transfers although depth 2 was crawled; seed money in 1k,terminal_observed,,2,False
100000008571443100,terminal,0.9,4,0.5042030540921895,2 payers → 65k in; no outgoing transfers although depth 2 was crawled; seed money in 1k,terminal_observed,,2,False
100000002742067100,terminal,0.9,2,0.46947269785407264,1 payer → 13k in; no outgoing transfers although depth 2 was crawled; seed money in 364,terminal_observed,,2,False
100000003292979100,terminal,0.9,8,0.6196304145306363,1 payer → 49k in; no outgoing transfers although depth 2 was crawled; seed money in 21k,terminal_observed,,2,False
100000002558173100,terminal,0.9,18,0.5238154905560671,1 payer → 9k in; no outgoing transfers although depth 2 was crawled; seed money in 1k,terminal_observed,,2,False
100000004687282100,terminal,0.9,2,0.5889178838181056,1 payer → 20k in; no outgoing transfers although depth 2 was crawled; seed money in 20k,terminal_observed,,2,False
100000003034546100,terminal,0.9,3,0.5460837777910948,1 payer → 487k in; no outgoing transfers although depth 2 was crawled; seed money in 56k,terminal_observed,,2,False
100000003798151100,terminal,0.9,2,0.656063239211798,1 payer → 350k in; no outgoing transfers although depth 2 was crawled; seed money in 300k,terminal_observed,,2,False
100000008710791100,distributor,1.0,3,0.7837756119352572,pays 23 recipients 5.52M; from 3 payers; 93% passed on within 2 days; seed money in 7k,distributor,transit,2,False
100000008688476100,terminal,0.9,17,0.396675147229471,1 payer → 24k in; no outgoing transfers although depth 2 was crawled; seed money in 454,terminal_observed,,2,False
100000003242289100,distributor,1.0,14,0.7674264669830081,pays 23 recipients 2.38M; from 3 payers; 81% passed on within 2 days; seed money in 6k,distributor,transit,2,False
100000006564102100,terminal,0.9,4,0.6285513491721918,1 payer → 233k in; no outgoing transfers although depth 2 was crawled; seed money in 35k,terminal_observed,,2,False
100000001526235100,peripheral,0.0,23,0.4867016784976874,"82k in, 433k out (528%); 55% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 14k",weak_signal,transit,2,False
100000004398811100,peripheral,0.0,16,0.3601742238105875,"426k in, 1.04M out (244%); 96% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 9k",weak_signal,transit,2,False
100000002957787100,distributor,1.0,1,0.7080661592856716,pays 34 recipients 1.28M; from 4 payers; 100% passed on within 2 days; seed money in 1k; flags near_threshold,distributor,transit,2,False
100000002621915100,terminal,0.9,2,0.5409763724619601,1 payer → 5k in; no outgoing transfers although depth 2 was crawled; seed money in 5k,terminal_observed,,2,False
100000008283183100,terminal,0.9,17,0.4032126260507636,1 payer → 29k in; no outgoing transfers although depth 2 was crawled; seed money in 549,terminal_observed,,2,False
100000003843844100,peripheral,0.7833333333333333,4,0.43803378060584275,1 payer / 1 recipient; 238k out; no role rule met; seed money in 201,weak_signal,,3,False
100000000954884100,terminal,0.9,14,0.4280686653192197,1 payer → 34k in; no outgoing transfers although depth 3 was crawled; seed money in 109,terminal_observed,,3,False
100000005893892100,terminal,0.9,7,0.4365129087967226,1 payer → 103k in; no outgoing transfers although depth 3 was crawled; seed money in 144,terminal_observed,,3,False
100000001819396100,terminal,0.9,24,0.4791427186105679,1 payer → 166k in; no outgoing transfers although depth 3 was crawled; seed money in 481,terminal_observed,,3,False
100000008472324100,terminal,0.9,7,0.46007507204846454,1 payer → 205k in; no outgoing transfers although depth 3 was crawled; seed money in 287,terminal_observed,,3,False
100000002646745100,terminal,0.9,6,0.300111137139962,1 payer → 12k in; no outgoing transfers although depth 3 was crawled; seed money in 9,terminal_observed,,3,False
100000008405209100,terminal,0.9,14,0.43637671132127903,1 payer → 54k in; no outgoing transfers although depth 3 was crawled; seed money in 143,terminal_observed,,3,False
100000004417753100,terminal,0.9,4,0.5092423606836024,2 payers → 192k in; no outgoing transfers although depth 3 was crawled; seed money in 1k,terminal_observed,,3,False
100000003457710100,peripheral,0.0,7,0.3675969862222634,"327k in, 1.31M out (400%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 457",weak_signal,transit,3,False
100000007333038100,peripheral,0.5666666666666667,10,0.28038520277988127,1 payer / 2 recipients; 35k out; no role rule met; seed money in 23,weak_signal,,3,False
100000006444163100,terminal,0.9,4,0.475737781724478,1 payer → 6k in; no outgoing transfers although depth 3 was crawled; seed money in 438,terminal_observed,,3,False
100000008706947100,terminal,0.9,6,0.30569523363314943,1 payer → 17k in; no outgoing transfers although depth 3 was crawled; seed money in 12,terminal_observed,,3,False
100000008761219100,peripheral,0.0,3,0.3522747702348589,"50k in, 375k out (750%); 70% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 118",weak_signal,transit,3,False
100000005022552100,peripheral,0.7833333333333333,2,0.38845789954437404,1 payer / 1 recipient; 5k out; no role rule met; seed money in 3k,weak_signal,,3,False
100000008735832100,terminal,0.9,6,0.306512418485811,1 payer → 18k in; no outgoing transfers although depth 3 was crawled; seed money in 13,terminal_observed,,3,False
100000005661528100,terminal,0.9,13,0.4203054092189347,1 payer → 25k in; no outgoing transfers although depth 3 was crawled; seed money in 80,terminal_observed,,3,False
100000002529880100,terminal,0.9,3,0.4867697772354092,2 payers → 147k in; no outgoing transfers although depth 3 was crawled; seed money in 420,terminal_observed,,3,False
100000001969496100,terminal,0.9,15,0.4030083298375982,1 payer → 23k in; no outgoing transfers although depth 3 was crawled; seed money in 33,terminal_observed,,3,False
100000003215448100,peripheral,0.19753255429366234,1,0.42493612338401704,1 payer / 2 recipients; 124k out; no role rule met; seed money in 1k,weak_signal,,3,False
100000006894637100,terminal,0.9,11,0.4705622776576214,1 payer → 53k in; no outgoing transfers although depth 3 was crawled; seed money in 377,terminal_observed,,3,False
100000002936322100,terminal,0.9,13,0.5341664986897804,2 payers → 787k in; no outgoing transfers although depth 3 was crawled; seed money in 4k,terminal_observed,,3,False
100000005061890100,terminal,0.9,4,0.48649738228452205,1 payer → 90k in; no outgoing transfers although depth 3 was crawled; seed money in 636,terminal_observed,,3,False
100000004017410100,peripheral,0.33333333333333326,21,0.5072447977104297,2 payers / 5 recipients; 1.33M out; no role rule met; seed money in 17k; flags near_threshold,weak_signal,,3,False
100000002983426100,terminal,0.9,5,0.4900385166460555,1 payer → 89k in; no outgoing transfers although depth 3 was crawled; seed money in 688,terminal_observed,,3,False
100000005530114100,peripheral,0.6349565598306198,14,0.41603788832170213,2 payers / 1 recipient; 25k out; no role rule met; seed money in 204,weak_signal,,3,False
100000001169666100,peripheral,0.7833333333333333,5,0.5200927595606087,1 payer / 1 recipient; 24k out; no role rule met; seed money in 1k,weak_signal,,3,False
100000001784279100,terminal,0.9,11,0.4551719629324951,1 payer → 36k in; no outgoing transfers although depth 3 was crawled; seed money in 255,terminal_observed,,3,False
100000008744364100,terminal,0.9,6,0.3107345402245625,1 payer → 24k in; no outgoing transfers although depth 3 was crawled; seed money in 17,terminal_observed,,3,False
100000008714412100,terminal,0.9,5,0.5163246294066695,1 payer → 169k in; no outgoing transfers although depth 3 was crawled; seed money in 782,terminal_observed,,3,False
100000007754369100,terminal,0.9,11,0.48472681510375526,1 payer → 82k in; no outgoing transfers although depth 3 was crawled; seed money in 589,terminal_observed,,3,False
100000003122817100,terminal,0.9,24,0.5088337682572717,1 payer → 445k in; no outgoing transfers although depth 3 was crawled; seed money in 1k,terminal_observed,,3,False
100000003711830100,terminal,0.9,1,0.4893575292688376,1 payer → 50k in; no outgoing transfers although depth 3 was crawled; seed money in 671,terminal_observed,,3,False
100000001110358100,terminal,0.9,1,0.47410341201915485,2 payers → 32k in; no outgoing transfers although depth 3 was crawled; seed money in 421,terminal_observed,,3,False
100000006530134100,terminal,0.9,7,0.4449571522742255,2 payers → 145k in; no outgoing transfers although depth 3 was crawled; seed money in 192,terminal_observed,,3,False
100000001639766100,terminal,0.9,19,0.453197099538563,1 payer → 20k in; no outgoing transfers although depth 3 was crawled; seed money in 4k,terminal_observed,,3,False
100000003242795100,terminal,0.9,7,0.4385558709283765,1 payer → 111k in; no outgoing transfers although depth 3 was crawled; seed money in 155,terminal_observed,,3,False
100000004970752100,terminal,0.9,1,0.5630403634838225,1 payer → 10k in; no outgoing transfers although depth 3 was crawled; seed money in 10k,terminal_observed,,3,False
100000004564736100,terminal,0.9,27,0.5281738097702621,1 payer → 15k in; no outgoing transfers although depth 3 was crawled; seed money in 3k,terminal_observed,,3,False
100000005873152100,transit,1.0,13,0.7732675227131991,"10k in from 1, 10k out to 1 (100%); 0% forwarded within 2 days; seed money in 10k",transit,,3,False
100000001637376100,peripheral,0.0,7,0.3312322602788235,"117k in, 234k out (201%); 99% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 163",weak_signal,transit,3,False
100000006710485100,terminal,0.9,6,0.30801059071569054,1 payer → 20k in; no outgoing transfers although depth 3 was crawled; seed money in 14,terminal_observed,,3,False
100000003582677100,peripheral,0.4666666666666667,4,0.4447301564818195,2 payers / 4 recipients; 56k out; no role rule met; seed money in 298; flags burst,weak_signal,,3,False
100000008713685100,terminal,0.9,6,0.3255800650479143,1 payer → 50k in; no outgoing transfers although depth 3 was crawled; seed money in 36,terminal_observed,,3,False
100000008070101100,terminal,0.9,3,0.44264179519168434,1 payer → 100k in; no outgoing transfers although depth 3 was crawled; seed money in 116,terminal_observed,,3,False
100000004475818100,peripheral,0.0,4,0.32374139912942573,"13k in, 54k out (415%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 79",weak_signal,transit,3,False
100000007197866100,transit,0.75,1,0.4628671202950582,"20k in from 1, 15k out to 1 (75%); 75% forwarded within 2 days; seed money in 268",transit,,3,False
100000006965162100,terminal,0.9,21,0.4335165643369635,1 payer → 10k in; no outgoing transfers although depth 3 was crawled; seed money in 128,terminal_observed,,3,False
100000005995391100,terminal,0.9,6,0.30569523363314943,1 payer → 17k in; no outgoing transfers although depth 3 was crawled; seed money in 12,terminal_observed,,3,False
100000003834495100,peripheral,0.7,11,0.5195252700795938,3 payers / 1 recipient; 20k out; no role rule met; seed money in 6k,weak_signal,,3,False
100000001223977100,peripheral,0.7833333333333333,8,0.4752156914019442,1 payer / 1 recipient; 18k out; no role rule met; seed money in 217,weak_signal,,3,False
100000001046057100,terminal,0.9,3,0.4593940846712466,1 payer → 83k in; no outgoing transfers although depth 3 was crawled; seed money in 285,terminal_observed,,3,False
100000002989353100,transit,0.6,10,0.3530692555082799,"500k in from 1, 321k out to 2 (64%); 60% forwarded within 2 days; seed money in 160",transit,,3,False
100000006714366100,peripheral,0.04761904761904767,4,0.33538628327985315,1 payer / 1 recipient; 5k out; no role rule met; seed money in 126,weak_signal,,3,False
100000001063678100,peripheral,0.0,27,0.45905359098263754,"35k in, 90k out (257%); 57% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 9k",weak_signal,transit,3,False
100000004889043100,terminal,0.9,1,0.46034746699935175,2 payers → 272k in; no outgoing transfers although depth 3 was crawled; seed money in 290,terminal_observed,,3,False
100000002984403100,peripheral,0.0625,23,0.3937015023489525,1 payer / 1 recipient; 25k out; no role rule met; seed money in 660,weak_signal,,3,False
100000003951827100,peripheral,0.5666666666666667,4,0.3399034995487324,1 payer / 2 recipients; 17k out; no role rule met; seed money in 8,weak_signal,,3,False
100000000933075100,transit,1.0,12,0.7134305238518098,"40k in from 1, 55k out to 2 (138%); 100% forwarded within 2 days; seed money in 3k",transit,,3,False
100000008502995100,terminal,0.9,16,0.58946267371988,1 payer → 25k in; no outgoing transfers although depth 3 was crawled; seed money in 20k,terminal_observed,,3,False
100000008086440100,transit,0.5189452919647728,1,0.5421567505824713,"200k in from 1, 161k out to 5 (81%); 19% forwarded within 2 days; seed money in 3k",transit,,3,False
100000008465789100,distributor,0.9,3,0.5654692184625666,pays 16 recipients 1.86M; from 1 payer; 100% passed on within 2 days; seed money in 16; flags repeat_amount,distributor,transit,3,False
100000002550141100,terminal,0.9,13,0.464978181164434,1 payer → 101k in; no outgoing transfers although depth 3 was crawled; seed money in 323,terminal_observed,,3,False
100000008739887100,peripheral,0.2932242990654208,1,0.4506093475051347,2 payers / 2 recipients; 307k out; no role rule met; seed money in 3k,weak_signal,,3,False
100000008532050100,terminal,0.9,7,0.4867697772354092,1 payer → 455k in; no outgoing transfers although depth 3 was crawled; seed money in 637,terminal_observed,,3,False
100000008422226100,terminal,0.9,1,0.4186710395136117,1 payer → 87k in; no outgoing transfers although depth 3 was crawled; seed money in 76,terminal_observed,,3,False
100000002369874100,terminal,0.9,3,0.5250412678350594,4 payers → 600k in; no outgoing transfers although depth 3 was crawled; seed money in 1k,terminal_observed,,3,False
100000003321895100,peripheral,0.5666666666666667,2,0.4772586535335981,1 payer / 2 recipients; 554k out; no role rule met; seed money in 798,weak_signal,,3,False
100000001875239100,terminal,0.9,3,0.5175504066856617,3 payers → 712k in; no outgoing transfers although depth 3 was crawled; seed money in 813,terminal_observed,,3,False
100000002216999100,terminal,0.9,6,0.31059834274911885,1 payer → 24k in; no outgoing transfers although depth 3 was crawled; seed money in 17,terminal_observed,,3,False
100000002653948100,terminal,0.9,7,0.430656417352648,1 payer → 85k in; no outgoing transfers although depth 3 was crawled; seed money in 119,terminal_observed,,3,False
100000008632060100,peripheral,0.050000000000000044,4,0.3004970299870522,1 payer / 9 recipients; 339k out; no role rule met; seed money in 6,weak_signal,,3,False
100000008746449100,distributor,0.75,3,0.5429285362766516,pays 10 recipients 1.01M; from 1 payer; 0% passed on within 2 days; seed money in 5; flags burst,distributor,,3,False
100000003031761100,terminal,0.9,13,0.42173548271109257,1 payer → 460k in; no outgoing transfers although depth 3 was crawled; seed money in 1k,terminal_observed,,3,False
100000008388049100,terminal,0.9,10,0.36187669225363245,1 payer → 496k in; no outgoing transfers although depth 3 was crawled; seed money in 159,terminal_observed,,3,False
100000002677201100,peripheral,0.26875000000000004,3,0.4101586972983869,1 payer / 1 recipient; 88k out; no role rule met; seed money in 486,weak_signal,,3,False
100000002901457100,peripheral,0.35,1,0.4753291892981472,1 payer / 3 recipients; 119k out; no role rule met; seed money in 6k,weak_signal,,3,False
100000001160401100,terminal,0.9,1,0.4088648212816728,1 payer → 47k in; no outgoing transfers although depth 3 was crawled; seed money in 45,terminal_observed,,3,False
100000002842321100,terminal,0.9,7,0.4495878664393077,1 payer → 160k in; no outgoing transfers although depth 3 was crawled; seed money in 224,terminal_observed,,3,False
100000002547110100,consolidator,0.8,3,0.5493979163602224,6 payers → 1.50M in; sends on 0%; to 0 recipients; up to 5 payers same day; seed money in 2k; flags burst,consolidator,terminal,3,False
100000001600934100,peripheral,0.7833333333333333,1,0.463502708513795,1 payer / 1 recipient; 11k out; no role rule met; seed money in 26k,weak_signal,,3,False
100000002818726100,terminal,0.9,4,0.4339251567632943,1 payer → 11k in; no outgoing transfers although depth 3 was crawled; seed money in 131,terminal_observed,,3,False
100000008712827100,terminal,0.9,6,0.33293472872186847,1 payer → 76k in; no outgoing transfers although depth 3 was crawled; seed money in 55,terminal_observed,,3,False
100000008259451100,terminal,0.9,15,0.41989681679260393,1 payer → 55k in; no outgoing transfers although depth 3 was crawled; seed money in 79,terminal_observed,,3,False
100000003060517100,terminal,0.9,1,0.5073355960273921,1 payer → 316k in; no outgoing transfers although depth 3 was crawled; seed money in 1k,terminal_observed,,3,False
100000002621434100,terminal,0.9,3,0.4480896942094282,1 payer → 81k in; no outgoing transfers although depth 3 was crawled; seed money in 102,terminal_observed,,3,False
100000001860090100,terminal,0.9,19,0.4497921626524732,1 payer → 5k in; no outgoing transfers although depth 3 was crawled; seed money in 3k,terminal_observed,,3,False
100000004689658100,peripheral,0.7833333333333333,13,0.5025913839661068,1 payer / 1 recipient; 7k out; no role rule met; seed money in 1k,weak_signal,,3,False
100000003486970100,terminal,0.9,7,0.4480896942094282,1 payer → 150k in; no outgoing transfers although depth 3 was crawled; seed money in 210,terminal_observed,,3,False
100000004659919100,peripheral,0.5568181818181819,8,0.5421794501617119,1 payer / 1 recipient; 39k out; no role rule met; seed money in 5k,weak_signal,,3,False
100000006111439100,transit,0.5831307729703451,4,0.44840748831879657,"21k in from 3, 24k out to 4 (117%); 0% forwarded within 2 days; seed money in 280; flags near_threshold",transit,,3,False
100000002521039100,terminal,0.9,1,0.46293521903278007,1 payer → 349k in; no outgoing transfers although depth 3 was crawled; seed money in 306,terminal_observed,,3,False
100000008493007100,transit,1.0,6,0.43810187934356454,"26k in from 1, 26k out to 1 (100%); 100% forwarded within 2 days; seed money in 19",transit,,3,False
100000007793871100,terminal,0.9,10,0.5451984942007115,1 payer → 26k in; no outgoing transfers although depth 3 was crawled; seed money in 3k,terminal_observed,,3,False
100000001650895100,peripheral,0.7833333333333333,5,0.509605553951452,1 payer / 1 recipient; 10k out; no role rule met; seed money in 710,weak_signal,,3,False
100000002567887100,terminal,0.9,7,0.4179900521363936,1 payer → 51k in; no outgoing transfers although depth 3 was crawled; seed money in 71,terminal_observed,,3,False
100000008055972100,terminal,0.9,6,0.3149566619633139,1 payer → 28k in; no outgoing transfers although depth 3 was crawled; seed money in 20,terminal_observed,,3,False
100000008684452100,terminal,0.9,6,0.3265334473760195,1 payer → 52k in; no outgoing transfers although depth 3 was crawled; seed money in 37,terminal_observed,,3,False
100000000764836100,peripheral,0.5666666666666667,1,0.5121933059848802,1 payer / 2 recipients; 50k out; no role rule met; seed money in 3k,weak_signal,,3,False
100000003072676100,terminal,0.9,1,0.43079261482809156,1 payer → 32k in; no outgoing transfers although depth 3 was crawled; seed money in 120,terminal_observed,,3,False
100000008757369100,peripheral,0.0,11,0.33422860473858257,"26k in, 58k out (225%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 185",weak_signal,transit,3,False
100000007618425100,terminal,0.9,1,0.43746629112482777,1 payer → 39k in; no outgoing transfers although depth 3 was crawled; seed money in 149,terminal_observed,,3,False
100000004671609100,terminal,0.9,3,0.49058330654782983,1 payer → 100k in; no outgoing transfers although depth 3 was crawled; seed money in 358,terminal_observed,,3,False
100000004676985100,transit,0.6002789832610043,1,0.39892240557429026,"32k in from 1, 27k out to 1 (84%); 0% forwarded within 2 days; seed money in 28",transit,,3,False
100000002531406100,transit,0.9038461538461539,13,0.5450395971460273,"520k in from 1, 500k out to 1 (96%); 0% forwarded within 2 days; seed money in 1k",transit,,3,False
100000002877262100,terminal,0.9,3,0.4250723208594606,1 payer → 100k in; no outgoing transfers although depth 3 was crawled; seed money in 52,terminal_observed,,3,False
100000007591246100,peripheral,0.7833333333333333,2,0.4265931926685807,1 payer / 1 recipient; 120k out; no role rule met; seed money in 200,weak_signal,,3,False
100000008712184100,terminal,0.9,6,0.30692101091214175,1 payer → 18k in; no outgoing transfers although depth 3 was crawled; seed money in 13,terminal_observed,,3,False
100000002975437100,peripheral,0.7833333333333333,30,0.3949953783656666,1 payer / 1 recipient; 8k out; no role rule met; seed money in 3k,weak_signal,,3,False
100000005008589100,terminal,0.9,1,0.4075028465272368,1 payer → 43k in; no outgoing transfers although depth 3 was crawled; seed money in 40,terminal_observed,,3,False
100000000782285100,terminal,0.9,4,0.47601017667536516,1 payer → 6k in; no outgoing transfers although depth 3 was crawled; seed money in 447,terminal_observed,,3,False
100000005198498100,terminal,0.9,6,0.31550145186508827,1 payer → 29k in; no outgoing transfers although depth 3 was crawled; seed money in 21,terminal_observed,,3,False
100000008517538100,distributor,0.8972222222222221,3,0.6238071371109065,pays 17 recipients 1.44M; from 3 payers; 99% passed on within 2 days; seed money in 232,distributor,transit,3,False
100000005756535100,terminal,0.9,17,0.4169685710705667,1 payer → 20k in; no outgoing transfers although depth 3 was crawled; seed money in 842,terminal_observed,,3,False
100000004917367100,terminal,0.9,7,0.47955131103689863,2 payers → 120k in; no outgoing transfers although depth 3 was crawled; seed money in 485,terminal_observed,,3,False
100000001222263100,peripheral,0.1952465898574245,7,0.4124286552224468,1 payer / 1 recipient; 420k out; no role rule met; seed money in 1k,weak_signal,,3,False
100000001149815100,terminal,0.9,6,0.29874916238552607,1 payer → 12k in; no outgoing transfers although depth 3 was crawled; seed money in 9,terminal_observed,,3,False
100000006020215100,transit,0.6833333333333331,4,0.4862022877543942,"30k in from 1, 34k out to 2 (113%); 0% forwarded within 2 days; seed money in 361",transit,,3,False
100000000673868100,peripheral,0.25,26,0.4753745884566284,1 payer / 5 recipients; 383k out; no role rule met; seed money in 8k,weak_signal,,3,False
100000008749900100,terminal,0.9,6,0.30460565382960064,1 payer → 17k in; no outgoing transfers although depth 3 was crawled; seed money in 12,terminal_observed,,3,False
100000002862113100,terminal,0.9,15,0.41744526223461925,1 payer → 47k in; no outgoing transfers although depth 3 was crawled; seed money in 68,terminal_observed,,3,False
100000001066017100,peripheral,0.24241311167106216,1,0.41991951637184455,2 payers / 4 recipients; 82k out; no role rule met; seed money in 760,weak_signal,,3,False
100000008436257100,terminal,0.9,14,0.4563977402114875,2 payers → 35k in; no outgoing transfers although depth 3 was crawled; seed money in 261,terminal_observed,,3,False
100000003016438100,transit,1.0,3,0.6400146366886944,"200k in from 1, 300k out to 1 (150%); 100% forwarded within 2 days; seed money in 647",transit,,3,False
100000002534091100,terminal,0.9,4,0.4562615427360439,1 payer → 22k in; no outgoing transfers although depth 3 was crawled; seed money in 260,terminal_observed,,3,False
100000006882208100,terminal,0.9,2,0.585104354505685,1 payer → 18k in; no outgoing transfers although depth 3 was crawled; seed money in 18k,terminal_observed,,3,False
100000005362848100,terminal,0.9,5,0.4497240639147513,1 payer → 29k in; no outgoing transfers although depth 3 was crawled; seed money in 224,terminal_observed,,3,False
100000001073568100,peripheral,0.4714084795714275,15,0.4666125508697571,1 payer / 2 recipients; 220k out; no role rule met; seed money in 1k; flags burst,weak_signal,,3,False
100000008687733100,terminal,0.9,6,0.30256269169794675,1 payer → 15k in; no outgoing transfers although depth 3 was crawled; seed money in 11,terminal_observed,,3,False
100000007229557100,terminal,0.9,3,0.5492844184640194,3 payers → 878k in; no outgoing transfers although depth 3 was crawled; seed money in 3k,terminal_observed,,3,False
100000001052789100,terminal,0.9,11,0.4822752605457706,1 payer → 71k in; no outgoing transfers although depth 3 was crawled; seed money in 527,terminal_observed,,3,False
100000006967370100,peripheral,0.18577757712565834,1,0.3404709890297474,1 payer / 1 recipient; 14k out; no role rule met; seed money in 126,weak_signal,,3,False
100000001837130100,terminal,0.9,11,0.5084251758309408,1 payer → 173k in; no outgoing transfers although depth 3 was crawled; seed money in 1k,terminal_observed,,3,False
100000005820746100,peripheral,0.7833333333333333,12,0.4233925519956563,1 payer / 1 recipient; 60k out; no role rule met; seed money in 97k,weak_signal,,3,False
100000002883402100,terminal,0.9,3,0.4808451870536128,3 payers → 300k in; no outgoing transfers although depth 3 was crawled; seed money in 235,terminal_observed,,3,False
100000008582730100,transit,1.0,11,0.5397051960244865,"5k in from 1, 5k out to 1 (100%); 100% forwarded within 2 days; seed money in 3k",transit,,3,False
100000003116106100,terminal,0.9,7,0.49058330654782983,1 payer → 494k in; no outgoing transfers although depth 3 was crawled; seed money in 692,terminal_observed,,3,False
100000001818442100,terminal,0.9,5,0.4655229710662084,1 payer → 42k in; no outgoing transfers although depth 3 was crawled; seed money in 326,terminal_observed,,3,False
100000008690762100,terminal,0.9,6,0.31373088468432153,1 payer → 27k in; no outgoing transfers although depth 3 was crawled; seed money in 19,terminal_observed,,3,False
100000008712991100,terminal,0.9,6,0.3304831741638838,1 payer → 66k in; no outgoing transfers although depth 3 was crawled; seed money in 48,terminal_observed,,3,False
100000003292191100,terminal,0.9,3,0.4124059556432062,1 payer → 112k in; no outgoing transfers although depth 3 was crawled; seed money in 27,terminal_observed,,3,False
100000005367284100,peripheral,0.0,1,0.3509808942181448,"14k in, 48k out (353%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 236",weak_signal,transit,3,False
100000003216073100,peripheral,0.7833333333333333,13,0.32029106308485467,1 payer / 1 recipient; 70k out; no role rule met; seed money in 81,weak_signal,,3,False
100000006169033100,peripheral,0.35,7,0.4503369525542475,1 payer / 3 recipients; 1.14M out; no role rule met; seed money in 3k,weak_signal,,3,False
100000004407753100,peripheral,0.19999999999999996,21,0.31316339520330655,1 payer / 1 recipient; 100k out; no role rule met; seed money in 3k; flags round_amounts,weak_signal,,3,False
100000004420041100,peripheral,0.15000000000000002,12,0.4243232347445209,1 payer / 7 recipients; 652k out; no role rule met; seed money in 935,weak_signal,,3,False
100000004715209100,peripheral,0.0,3,0.29527612676171433,"5k in, 350k out (7009%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 17; flags near_threshold",weak_signal,transit,3,False
100000004580254100,terminal,0.9,14,0.4303840224017608,2 payers → 28k in; no outgoing transfers although depth 3 was crawled; seed money in 119,terminal_observed,,3,False
100000001056414100,terminal,0.9,10,0.34253665074064193,1 payer → 250k in; no outgoing transfers although depth 3 was crawled; seed money in 80,terminal_observed,,3,False
100000008686494100,terminal,0.9,6,0.3035160740260519,1 payer → 16k in; no outgoing transfers although depth 3 was crawled; seed money in 11,terminal_observed,,3,False
100000002822472100,terminal,0.9,10,0.45108603866918734,2 payers → 267k in; no outgoing transfers although depth 3 was crawled; seed money in 152,terminal_observed,,3,False
100000001831496100,peripheral,0.7833333333333333,15,0.38838980080665225,1 payer / 1 recipient; 373k out; no role rule met; seed money in 36,weak_signal,,3,False
100000008732488100,peripheral,0.7833333333333333,1,0.5072220981311891,1 payer / 1 recipient; 10k out; no role rule met; seed money in 2k,weak_signal,,3,False
100000004007197100,terminal,0.9,22,0.3182254013739602,1 payer → 10k in; no outgoing transfers although depth 3 was crawled; seed money in 26,terminal_observed,,3,False
100000002815005100,terminal,0.9,3,0.4967121929427917,1 payer → 476k in; no outgoing transfers although depth 3 was crawled; seed money in 554,terminal_observed,,3,False
100000005756189100,transit,0.7546153846153846,7,0.5496703113111095,"65k in from 1, 49k out to 1 (75%); 75% forwarded within 2 days; seed money in 91",transit,,3,False
100000004877085100,peripheral,0.0,4,0.36507733292655686,"25k in, 96k out (382%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 301; flags burst,near_threshold",weak_signal,transit,3,False
100000002713074100,peripheral,0.2321428571428572,1,0.43397055592177547,2 payers / 1 recipient; 430k out; no role rule met; seed money in 2k,weak_signal,,3,False
100000002356167100,peripheral,0.5666666666666667,7,0.4545817738722395,1 payer / 2 recipients; 30k out; no role rule met; seed money in 420,weak_signal,,3,False
100000004140487100,distributor,0.75,4,0.5729600796119644,pays 10 recipients 263k; from 1 payer; 100% passed on within 2 days; seed money in 65,distributor,transit,3,False
100000003147719100,terminal,0.9,3,0.45421858060438997,1 payer → 100k in; no outgoing transfers although depth 3 was crawled; seed money in 126,terminal_observed,,3,False
100000008745884100,terminal,0.9,6,0.30801059071569054,1 payer → 20k in; no outgoing transfers although depth 3 was crawled; seed money in 14,terminal_observed,,3,False
100000002559089100,terminal,0.9,3,0.5472414563323654,2 payers → 715k in; no outgoing transfers although depth 3 was crawled; seed money in 3k,terminal_observed,,3,False
100000004984689100,terminal,0.9,1,0.4920814787777094,1 payer → 53k in; no outgoing transfers although depth 3 was crawled; seed money in 712,terminal_observed,,3,False
